sweep delta
35191 0.005542292528843973
35221 0.005505195033038035
35251 0.005468345865665469
35281 0.005431743338704109
35311 0.0053953858150634915
35341 0.005359271643101238
35371 0.005323399207554758
35401 0.005287766885885503
35431 0.005252373070106842
35461 0.0052172161667840555
35491 0.005182294589758385
35521 0.0051476067455951124
35551 0.005113151106343139
35581 0.005078926078567747
35611 0.005044930148869753
35641 0.005011161760194227
35671 0.0049776194064179435
35701 0.004944301581417676
35731 0.004911206764518283
35761 0.004878333456872497
35791 0.004845680196012836
35821 0.004813245497643948
35851 0.004781027906574309
35881 0.004749025960336439
35911 0.004717238218290731
35941 0.0046856632543494925
35971 0.0046542996424250305
36001 0.004623145956429653
36031 0.004592200799379498
36061 0.004561462774290703
36091 0.004530930498731323
36121 0.0045006025829934515
36151 0.004470477673748974
36181 0.004440554403117858
36211 0.004410831432323903
36241 0.0043813074080389924
36271 0.004351981006038841
36301 0.004322850894823205
36331 0.004293915771995671
36361 0.004265174327883869
36391 0.004236625267367344
36421 0.004208267295325641
36451 0.004180099138466176
36481 0.004152119530772325
36511 0.004124327198951505
36541 0.004096720891539007
36571 0.004069299386173952
36601 0.004042061416839715
36631 0.004015005761175416
36661 0.003988131211372092
36691 0.003961436545068864
36721 0.003934920561732724
36751 0.003908582060830668
36781 0.0038824198563816026
36811 0.0038564327696803957
36841 0.0038306196220219135
36871 0.003804979263804853
36901 0.0037795105308759958
36931 0.003754212273634039
36961 0.003729083349753637
36991 0.003704122624185402
37021 0.0036793289764318615
37051 0.0036547012787195854
37081 0.0036302384396549314
37111 0.0036059393314644694
37141 0.00358180288458243
37171 0.003557827978511341
37201 0.0035340135582373478
37231 0.003510358539642766
37261 0.0034868618531618267
37291 0.003463522451056633
37321 0.003440339263761416
37351 0.0034173112580901943
37381 0.0033944373863050714
37411 0.003371716637047939
37441 0.0033491479480289854
37471 0.0033267303369939327
37501 0.003304462763480842
37531 0.003282344259787351
37561 0.003260373792727478
37591 0.0032385503873229027
37621 0.00321687305404339
37651 0.0031953408324625343
37681 0.0031739527330501005
37711 0.0031527077881037258
37741 0.0031316050444729626
37771 0.003110643563559279
37801 0.0030898223776603118
37831 0.003069140570005402
37861 0.0030485971947200596
37891 0.00302819132048171
37921 0.0030079220450716093
37951 0.002987788429891225
37981 0.0029677895799977705
38011 0.0029479246004484594
38041 0.00292819258174859
38071 0.0029085926507832482
38101 0.0028891239053336903
38131 0.0028697854722850025
38161 0.002850576478522271
38191 0.002831496065482497
38221 0.0028125433673267253
38251 0.0027937175254919566
38281 0.0027750177032430656
38311 0.0027564430492930114
38341 0.0027379927196307108
38371 0.0027196658847969957
38401 0.0027014617226086557
38431 0.0026833794108824804
38461 0.0026654181492631324
38491 0.0026475770864635706
38521 0.0026298554585082456
38551 0.002612252443213947
38581 0.0025947672547772527
38611 0.0025773991146706976
38641 0.002560147229814902
38671 0.0025430108071304858
38701 0.0025259890826418996
38731 0.0025090813142014667
38761 0.0024922867087298073
38791 0.002475604516803287
38821 0.0024590339889982715
38851 0.0024425743758911267
38881 0.002426224935334176
38911 0.0024099849251797423
38941 0.00239385363238398
38971 0.0023778303002472967
39001 0.002361914230277762
39031 0.002346104694879614
39061 0.0023304009664570913
39091 0.0023148023610701784
39121 0.0022993081802269444
39151 0.00228391768905567
39181 0.002268630218168255
39211 0.0022534450836246833
39241 0.0022383615869330242
39271 0.0022233790514292195
39301 0.002208496800449211
39331 0.0021937141646048985
39361 0.002179030474508181
39391 0.002164445075322874
39421 0.0021499573049368337
39451 0.00213556649396196
39481 0.002121272023941856
39511 0.002107073232764378
39541 0.002092969480145257
39571 0.002078960125800222
39601 0.002065044558548834
39631 0.00205122211627895
39661 0.0020374922096380033
39691 0.002023854205617681
39721 0.0020103074712096713
39751 0.0019968514243373647
39781 0.001983485446544364
39811 0.00197020892665023
39841 0.0019570212753023952
39871 0.0019439218958723359
39901 0.0019309102062834427
39931 0.0019179856026312336
39961 0.0019051475101150572
39991 0.001892395353934262
40021 0.001879728544736281
40051 0.0018671465368242934
40081 0.0018546487408457324
40111 0.0018422345965518616
40141 0.0018299035436939448
40171 0.001817655036575161
40201 0.001805488507670816
40231 0.0017934034258360043
40261 0.0017813992308219895
40291 0.001769475384207908
40321 0.0017576313548488542
40351 0.001745866597048007
40381 0.001734180586936418
40411 0.0017225728079210967
40441 0.001711042714305222
40471 0.0016995898040477186
40501 0.0016882135460036807
40531 0.0016769134381320328
40561 0.0016656889711157419
40591 0.0016545396429137327
40621 0.001643464929657057
40651 0.001632464351132512
40681 0.0016215374125749804
40711 0.0016106836046674289
40741 0.001599902447196655
40771 0.0015891934599494562
40801 0.0015785561481607147
40831 0.0015679900388931856
40861 0.0015574946446577087
40891 0.001547069514344912
40921 0.0015367141604656354
40951 0.001526428124634549
40981 0.001516210933914408
41011 0.0015060621371958405
41041 0.0014959812688175589
41071 0.0014859678776701912
41101 0.0014760215053684078
41131 0.0014661417153547518
41161 0.001456328056519851
41191 0.0014465800777543336
41221 0.0014368973643286154
41251 0.0014272794433054514
41281 0.0014177258999552578
41311 0.001408236326824408
41341 0.0013988102582516149
41371 0.0013894472722313367
41401 0.001380146961309947
41431 0.0013709089180338196
41461 0.00136173269856954
41491 0.0013526179100153968
41521 0.0013435641158139333
41551 0.0013345709376153536
41581 0.0013256379461381584
41611 0.0013167647484806366
41641 0.001307950951741077
41671 0.0012991961411898956
41701 0.0012904999384772964
41731 0.001281861936149653
41761 0.0012732817558571696
41791 0.0012647590192500502
41821 0.0012562933115987107
41851 0.0012478842836571857
41881 0.0012395315352478065
41911 0.0012312346952967346
41941 0.0012229933854541741
41971 0.0012148072419222444
42001 0.0012066759081790224
42031 0.0011985989840468392
42061 0.0011905761202797294
42091 0.001182606974907685
42121 0.0011746911623049527
42151 0.0011668283405015245
42181 0.001159018138423562
42211 0.0011512602213770151
42241 0.0011435542182880454
42271 0.0011358998162904754
42301 0.0011282966370345093
42331 0.0011207443458260968
42361 0.0011132426152471453
42391 0.0011057910887757316
42421 0.0010983894535456784
42451 0.0010910373530350626
42481 0.0010837344598257914
42511 0.00107648045377573
42541 0.001069275000190828
42571 0.0010621177789289504
42601 0.0010550084698479623
42631 0.0010479467309778556
42661 0.001040932271280326
42691 0.0010339647633372806
42721 0.0010270438942825422
42751 0.0010201693512499332
42781 0.0010133408140973188
42811 0.0010065579845104367
42841 0.0009998205641750246
