episode steps reward
0 4887.289 -407.2204893400377
1 4762.861 -393.4017104335738
2 4587.71 -374.58712645394917
3 4430.776 -357.25926537703043
4 4316.723 -345.1345416163391
5 4205.375 -333.1674514760583
6 4054.3730000000005 -317.71785634133687
7 3977.721 -309.16077231292695
8 3776.7760000000003 -287.9159146106709
9 3725.5620000000004 -282.2517906084668
10 3684.0800000000004 -277.8072335685441
11 3563.3660000000004 -265.3657475323639
12 3480.953 -256.4549467359409
13 3409.268 -248.5061566677949
14 3303.351 -237.3880036342392
15 3263.87 -233.22015924780862
16 3226.538 -228.66016762281387
17 3101.346 -215.80994073974367
18 3073.1099999999997 -212.72929098179753
19 3003.994 -205.9434021790922
20 2943.778 -199.43337521726968
21 2875.505 -191.8466664061081
22 2868.0919999999996 -190.89062798708736
23 2840.785 -188.32726049888728
24 2768.112 -180.48686541386203
25 2686.458 -172.08097978809496
26 2619.0190000000002 -165.73987976091905
27 2622.7720000000004 -165.88472669646404
28 2612.7950000000005 -164.99496377166716
29 2565.9030000000002 -159.8902814034724
30 2531.2960000000003 -156.37543351193315
31 2508.4410000000003 -154.36466220646906
32 2450.486 -148.87855604002146
33 2407.428 -144.5804717221474
34 2402.099 -144.268106689838
35 2390.777 -142.89336925797252
36 2389.779 -142.49210506593502
37 2363.126 -139.82806791175148
38 2325.8360000000002 -136.17318654909343
39 2293.575 -133.24676065329086
40 2225.137 -126.41665585598125
41 2225.5029999999997 -126.47152960205854
42 2200.1 -123.50622248739202
43 2172.048 -120.68028669003982
44 2151.929 -118.8073551729675
45 2137.8239999999996 -117.43491201564575
46 2091.638 -112.67765479161301
47 2091.661 -112.86246797309119
48 2100.64 -113.75690013936291
49 2091.0979999999995 -112.527486580991
50 2079.1969999999997 -111.2346148748608
51 2062.299 -109.50130118662705
52 2049.0660000000003 -108.34485282593388
53 2052.037 -108.55181844964
54 2036.563 -106.86636474765064
55 2014.616 -104.77495782331923
56 2011.937 -104.66316189141534
57 1989.782 -102.30872243455664
58 1939.9489999999998 -97.18324048527721
59 1963.4110000000005 -99.51911661369718
60 1954.7060000000001 -98.56246231478113
61 1935.4070000000004 -96.67824388818305
62 1957.6920000000002 -99.03904132301031
63 1965.848 -100.01273888690987
64 1948.5819999999999 -98.25313936161572
65 1956.8590000000004 -99.26115832677047
66 1954.164 -98.9406838543447
67 1924.2900000000002 -96.02400199327901
68 1934.7669999999998 -97.00593030059265
69 1925.5 -96.238631081028
70 1922.095 -96.14488818056225
71 1910.5490000000002 -95.04074585284903
72 1866.825 -90.57775905491611
73 1864.221 -90.25239189201388
74 1873.7169999999999 -91.26315487757168
75 1858.882 -89.75119253332738
76 1846.8319999999997 -88.60606805916383
77 1868.7010000000002 -90.80621766586378
78 1858.7939999999999 -89.9808660534705
79 1836.4489999999998 -87.80196539057637
80 1838.6009999999999 -87.90952279317432
81 1803.5109999999997 -84.33984891255352
82 1802.1649999999997 -84.19367770034792
83 1776.409 -81.63532884874495
84 1766.5580000000002 -80.55577021863124
85 1755.461 -79.36048953854694
86 1748.8230000000003 -78.68328247404364
87 1734.4669999999999 -77.20343064023353
88 1719.8039999999996 -75.60370666617004
89 1705.7400000000002 -74.19184661932866
90 1683.5849999999998 -72.01780226209152
91 1697.881 -73.35737634138034
92 1687.893 -72.25550623929595
93 1673.6380000000001 -70.90632780873902
94 1645.2900000000002 -68.26060476933642
95 1626.6529999999998 -66.34712712102149
96 1630.769 -66.65190349318911
97 1625.8719999999998 -66.27822394736178
98 1631.4850000000001 -66.9505747673412
99 1610.2310000000002 -64.87893450850362
100 1620.548 -65.83784390751798
101 1600.39 -63.87327341966468
102 1583.3560000000002 -62.25146396294817
103 1575.9270000000001 -61.55535920406444
104 1595.5449999999998 -63.30698510567411
105 1600.755 -63.91837036353847
106 1586.027 -62.6401193997857
107 1567.642 -60.764373547997174
108 1534.738 -57.42760640246504
109 1544.1430000000003 -58.349452652860236
110 1543.169 -58.338250299218146
111 1568.437 -60.97619997309708
112 1572.511 -61.39317419331064
113 1561.208 -60.16586703039566
114 1561.341 -60.2935008096214
115 1566.0579999999998 -60.74413743228223
116 1593.5079999999998 -63.50248149958715
117 1602.2649999999999 -64.42517915686089
118 1604.9949999999997 -64.70374518540889
119 1602.866 -64.47417074710188
120 1572.638 -61.51882792052612
121 1533.788 -57.49444300316311
122 1528.913 -57.14601756468899
123 1544.791 -58.86181962835292
124 1506.553 -55.150830493145165
125 1494.6390000000001 -53.95152374578544
126 1468.294 -51.29681481177528
127 1465.1950000000002 -50.90775055680714
128 1464.9420000000002 -50.83498982795621
129 1449.6910000000003 -49.32355648058975
130 1473.1670000000001 -51.687449692988025
131 1485.7 -53.18890150963564
132 1495.5339999999999 -54.07728726554397
133 1510.1299999999997 -55.4811159837835
134 1548.146 -59.196211256247395
135 1538.0959999999998 -58.06478065582645
136 1523.1439999999998 -56.597186865403124
137 1546.449 -59.1409796864718
138 1539.819 -58.566815384691324
139 1544.5610000000001 -59.13212570465917
140 1518.3419999999999 -56.369487477569876
141 1502.282 -54.55601505322894
142 1511.855 -55.43874567468894
143 1485.618 -52.854714746173485
144 1473.054 -51.54141682051018
145 1495.2250000000001 -53.872888346724594
146 1485.734 -52.80931085448897
147 1450.0210000000002 -48.95745424127779
148 1470.842 -51.07238205087223
149 1450.516 -48.87699074832342
150 1457.1150000000002 -49.63432518947151
151 1480.372 -51.950421354529226
152 1462.2130000000002 -50.23138741071784
153 1455.492 -49.443789024106955
154 1451.9730000000002 -49.11664449099278
155 1436.0900000000001 -47.55320219024936
156 1455.2060000000001 -49.545698429318875
157 1460.568 -50.21262926058016
158 1453.21 -49.404087166136904
159 1484.413 -52.49310305025922
160 1494.4780000000003 -53.43912401897219
161 1492.9660000000001 -53.43943159330164
162 1505.996 -54.6842279537107
163 1506.736 -54.734275200414984
164 1495.4470000000001 -53.765870895941895
165 1492.542 -53.45341678520178
166 1473.7769999999998 -51.65532427597136
167 1469.7240000000002 -51.47956063476338
168 1468.7920000000001 -51.49086070350834
169 1462.3490000000002 -50.993393541382034
170 1431.476 -47.989173457474706
171 1415.7050000000002 -46.38172579470104
172 1394.7400000000002 -44.43580707374068
173 1391.078 -44.09805042923406
174 1405.452 -45.53335394693064
175 1418.35 -46.986158687978495
176 1414.685 -46.47459772160192
177 1431.4100000000003 -48.05574324269703
178 1418.078 -46.81114283344592
179 1430.712 -48.09200009186834
180 1456.2959999999998 -50.73805549654498
181 1444.7450000000001 -49.61581850757706
182 1442.025 -49.32892398086513
183 1438.6619999999998 -48.97729744544789
184 1407.986 -45.91530252128935
185 1387.808 -43.762384060069834
186 1388.361 -43.93466426061285
187 1389.842 -44.0247209896868
188 1399.0499999999997 -44.886304147196164
189 1380.848 -43.00472277297213
190 1383.453 -43.21412630722226
191 1409.859 -45.81598448058957
192 1406.932 -45.351085973429804
193 1433.91 -48.268613264449826
194 1470.44 -51.83401504491525
195 1454.805 -50.48142300680284
196 1454.9969999999998 -50.60314783430859
197 1452.4029999999998 -50.27297339042756
198 1436.3169999999998 -48.55723616928806
199 1442.8899999999999 -49.37889771227216
200 1431.512 -48.204068052417014
201 1417.1150000000002 -46.70786244943237
202 1429.408 -48.02636647142689
203 1393.6979999999999 -44.411301750518064
204 1378.234 -42.923814611630604
205 1397.33 -44.73543146928721
206 1396.159 -44.4908175249151
207 1359.6470000000004 -41.05113006282966
208 1372.4370000000001 -42.31009110537446
209 1361.872 -41.14306623157537
210 1365.5970000000002 -41.5636500683399
211 1383.625 -43.446169252297196
212 1374.6970000000001 -42.63070361553538
213 1385.078 -43.68173499505493
