episode steps reward
0 5484.987999999999 -472.3397269525714
1 5539.014000000001 -477.86277421953963
2 5460.4529999999995 -469.35582302751
3 5392.1900000000005 -462.5646758136153
4 5332.313 -456.6917516327847
5 5355.683 -458.3018649584677
6 5319.455 -453.9198325959329
7 5332.031999999999 -456.4456687322727
8 5400.354999999999 -463.0283692911804
9 5392.693999999999 -463.0165417047755
10 5398.3189999999995 -463.17858305853315
11 5356.265000000001 -458.7377878936192
12 5387.847 -462.4222082233938
13 5351.442 -458.37476623696523
14 5387.801000000001 -462.21981631251447
15 5266.111000000001 -449.7435251046545
16 5225.1900000000005 -445.28296279796376
17 5138.498 -435.36804217495063
18 5094.138999999999 -430.7983879566391
19 4951.165999999999 -414.64457507927057
20 4943.833 -414.0200507019805
21 4914.4980000000005 -410.7052167183948
22 4802.837 -398.4801738490582
23 4727.522000000001 -389.99375837856087
24 4662.926 -383.0063118160401
25 4664.455 -383.10560526722094
26 4573.865 -373.5933190717601
27 4578.201 -373.84839990163556
28 4521.633 -368.01791882147563
29 4528.895 -368.8036297197919
30 4454.542 -360.6508421795259
31 4446.584000000001 -360.1316852123824
32 4467.039 -362.42042361971676
33 4438.579 -359.694847705126
34 4353.006 -350.1202128514709
35 4295.444 -344.02868136821064
36 4312.744000000001 -345.7938792839187
37 4304.0779999999995 -345.01107179552025
38 4244.171 -338.199752413905
39 4182.669 -331.87754899794743
40 4155.183999999999 -328.80003304252256
41 4128.226 -325.6936936700683
42 4106.514 -322.7997305697414
43 4145.307000000001 -326.8883230328619
44 4153.807999999999 -328.0379713604245
45 4188.713 -331.6018521191974
46 4175.793 -329.73548693635746
47 4142.654 -325.84405634953686
48 4115.148000000001 -322.8966927539949
49 4135.898 -324.61335103495884
50 4096.414 -320.6039369239601
51 4128.505 -324.31539855105
52 4110.552999999999 -322.4999114433402
53 4110.950999999999 -322.06208310367873
54 4095.6089999999995 -320.21275885636044
55 4092.2590000000005 -319.59185469574334
56 4037.3000000000006 -313.97216542136846
57 4050.667 -315.5665209107773
58 4169.582 -328.076815998381
59 4198.652 -331.38807499286736
60 4230.897 -335.20960480403625
61 4146.465999999999 -325.6532362531621
62 4087.193 -319.52616985324863
63 4068.7980000000002 -317.87135100305136
64 4062.7770000000005 -317.96814694326247
65 4038.6639999999998 -315.84472983584385
66 4022.0810000000006 -314.3797320418557
67 4005.4950000000003 -312.43620392010183
68 3890.094 -300.32776953554736
69 3849.051000000001 -295.5919579454984
70 3792.0490000000004 -288.9266550650361
71 3727.6940000000004 -282.1786749919363
72 3739.2359999999994 -283.41417398710234
73 3662.803 -275.08706333079243
74 3677.4839999999995 -276.2722802073013
75 3637.561 -271.73077649278383
76 3636.5559999999996 -271.3635024013872
77 3582.547 -266.03208497093954
78 3574.339 -264.94076054259284
79 3588.585 -266.44432892882094
80 3568.147 -264.32314763242033
81 3625.639 -270.0987055231943
82 3637.8249999999994 -270.89676677260405
83 3706.672 -278.64296310380183
84 3704.5519999999997 -277.64942752788363
85 3724.418 -279.867278297668
86 3725.317 -279.8745346552334
87 3739.7709999999993 -280.7987541527425
88 3764.335 -283.69744300205105
89 3681.3190000000004 -275.2073301018659
90 3709.04 -278.2434669845492
91 3637.3300000000004 -270.8483944756718
92 3612.112 -268.4351273922277
93 3533.0910000000003 -259.94044503680516
94 3539.818 -260.8512336162941
95 3512.1230000000005 -257.6550395303144
96 3501.1169999999997 -256.48398233494333
97 3507.273 -257.41855593606937
98 3481.969 -254.27371638235726
99 3553.7329999999993 -262.04208207594064
100 3535.2160000000003 -260.074802055624
101 3613.2119999999995 -268.5268414211077
102 3584.571000000001 -265.3560994924222
103 3613.704 -267.8166034225413
104 3552.9910000000004 -261.660186946919
105 3543.8550000000005 -260.8734802921184
106 3530.012 -259.5018429424526
107 3497.353 -256.14004005871755
108 3463.8589999999995 -252.8089599112409
109 3410.6399999999994 -247.01808089503092
110 3376.4159999999997 -243.54822274834913
111 3373.4519999999998 -243.01575542192973
112 3402.5559999999996 -246.48358271839214
113 3371.286 -243.16167278753414
114 3380.2310000000007 -243.85013389562695
115 3365.547 -242.13934427321874
116 3405.9770000000003 -246.56180533102665
117 3399.0800000000004 -245.70452748785382
118 3437.1130000000003 -249.73736015932394
119 3432.4600000000005 -249.32994587005942
120 3417.6500000000005 -247.36896506888462
121 3411.7880000000005 -246.40413677353007
122 3367.7019999999998 -242.1725958299873
123 3354.1549999999997 -241.4234109930007
124 3370.567 -243.1923211623229
125 3388.936 -244.92478911604582
126 3310.9359999999992 -236.57637262874408
127 3310.528 -236.68849378163523
128 3305.993 -236.17046572950503
129 3377.067 -243.28003951256605
130 3356.3509999999997 -241.35668343803053
131 3247.311 -230.12751628510358
132 3253.452 -230.2730374608531
133 3272.6449999999995 -231.89890809745702
134 3281.114 -232.96348622929207
135 3249.0430000000006 -229.76326645506106
136 3295.478 -234.59464361464399
137 3266.507 -231.30033666678992
138 3246.4919999999997 -229.05926815628158
139 3178.2490000000007 -222.17106138476288
140 3172.495 -221.7416546126427
141 3208.8940000000002 -225.72410749863303
142 3243.21 -229.0161178031513
143 3268.685 -231.60749695797602
144 3229.1259999999997 -227.11966043883862
145 3235.354 -227.84921062692342
146 3192.7119999999995 -223.41693209092642
147 3197.1789999999996 -224.1611155848404
148 3207.028 -225.36793914166583
149 3167.4839999999995 -221.31461703014074
150 3181.2299999999996 -222.63278915054707
151 3177.355 -222.13140065872213
152 3140.181 -218.51579936553543
153 3078.9699999999993 -212.66270825338597
154 3075.1049999999996 -212.488776317627
155 3042.3399999999997 -208.93784756772283
156 3055.065 -210.31261270222998
157 3037.201 -208.32570481461525
158 2972.0930000000003 -201.58176818776866
159 3002.227 -204.4877763939192
160 2980.4700000000003 -202.4731052585295
161 2998.8030000000003 -204.30664962446963
162 3057.6500000000005 -210.46006914035098
163 3063.3340000000003 -210.97456103977657
164 3049.357 -209.5869574215776
165 3018.969 -206.73378345585246
166 2993.4719999999998 -204.32324504610767
167 2997.919 -204.6625633203649
168 3070.1 -212.1776580195639
169 3094.9790000000003 -215.16408613239895
170 3146.1770000000006 -220.1410888763397
171 3133.0209999999997 -218.82515939629934
172 3039.256 -209.00232400070445
173 3022.3599999999997 -206.90672796808173
174 2994.8149999999996 -203.78976367029867
175 3063.0550000000003 -210.52974608224707
176 3069.5890000000004 -211.15490282479647
177 3054.5390000000007 -209.8368958812604
178 2981.337 -202.2210979407177
179 2962.613 -200.41464291875874
180 2923.8349999999996 -196.1949072525278
181 2930.2519999999995 -197.10003086701053
182 2946.21 -198.87568161512831
183 2980.067 -202.44501436415268
184 3008.594 -205.68633067901823
185 2957.6989999999996 -200.63657993295237
186 2953.5550000000003 -200.15966484342482
187 2990.8489999999997 -203.9115150174322
188 3016.3129999999996 -206.5288021727021
189 3000.3129999999996 -204.3008645702169
190 2984.9089999999997 -202.94370413308022
191 2944.6809999999996 -198.56414671084661
192 2972.9039999999995 -201.27941197643366
193 2983.6230000000005 -202.44472196898465
194 3001.203 -203.84207423553895
195 3052.072 -208.8740281510099
196 3045.977 -208.1068592911112
197 3014.281 -204.92720374478807
198 3049.689 -208.40773185714497
199 3079.234 -211.35009226588176
200 3122.532 -215.7382212349537
201 3155.718 -219.32400580499205
202 3175.353 -221.41448887368105
203 3166.95 -220.54175672513776
204 3097.293 -213.71138109823573
205 3068.204 -211.16155251514698
206 3109.6709999999994 -215.29372515655868
207 3083.6220000000003 -212.56245025772085
208 3054.227 -209.54899932382168
209 3044.5549999999994 -208.9055205559304
210 3012.835 -205.54841131612835
211 3017.8680000000004 -205.95291725068765
212 2954.4620000000004 -199.2636826693962
213 2977.4130000000005 -201.34834848190778
214 3006.331 -204.14748700472458
215 2972.186 -200.56068531812144
216 2951.524 -198.56568501456738
217 3021.469 -205.49766900006358
218 3007.163 -204.11859301950477
219 2982.733 -201.37076737926378
220 2986.058 -201.67521130319938
221 2992.761 -202.71624589434504
222 2971.329 -200.45496259433392
223 2962.0860000000002 -199.45839979312063
224 2933.549 -196.41871746468627
225 2972.684 -199.91303138526783
226 2936.3300000000004 -196.0904854419112
227 2850.933 -187.57136949893825
228 2850.071 -187.33181323402903
229 2829.014 -185.24378467581752
230 2799.4429999999993 -182.47261263421473
231 2756.4859999999994 -177.85599284121957
232 2788.0369999999994 -181.1215297115519
233 2742.7670000000003 -176.76051185802214
234 2821.7419999999997 -184.97423648547434
235 2782.312 -181.332109504122
236 2783.2529999999997 -181.3960834798109
237 2828.6089999999995 -185.9398467898907
238 2836.8579999999997 -186.80657687443653
239 2903.382 -193.5686704024484
240 2946.001 -198.12105837253154
241 2951.108 -198.37451067120907
242 2932.8630000000003 -196.3880399600244
243 2940.886 -197.05878726528107
244 2882.69 -191.29680495485553
245 2903.0380000000005 -193.04632437147637
246 2926.1980000000003 -195.44955528170502
247 2878.248 -190.41857692129196
248 2894.1500000000005 -192.27124886435234
249 2816.535 -184.50326080722022
250 2812.028 -183.55958809485497
251 2823.067 -184.87908389114634
252 2820.739 -185.02432705587938
253 2809.893 -183.60134285710683
254 2814.162 -183.861059503162
255 2793.986 -182.04391394252647
256 2817.774 -184.75653874601178
257 2842.518 -187.54887039194438
258 2840.781 -187.39301696239164
259 2871.3059999999996 -190.42538478341098
260 2854.0309999999995 -188.9758995147726
261 2853.7209999999995 -188.80666607728065
262 2854.6059999999998 -188.69558953423748
263 2884.9700000000003 -192.12859114855797
264 2853.36 -189.0877706471633
265 2847.724 -188.43673946869302
266 2765.401 -179.80747694135616
267 2775.3059999999996 -180.64337680154622
268 2759.073 -178.95814513848887
269 2739.084 -177.0200393974033
270 2725.397 -175.1390452134529
271 2745.001 -177.17164984713105
272 2741.011 -177.02771956054693
273 2721.234 -175.18310236102624
274 2761.295 -179.1164355681405
275 2829.5420000000004 -186.00341527009988
276 2898.3210000000004 -192.94671077386138
277 2902.7300000000005 -193.58029757336084
278 2882.6050000000005 -191.44776067290164
279 2930.258 -196.07714063653884
280 2967.489 -200.08734619470022
281 2931.1619999999994 -196.16468081927192
282 2931.4809999999993 -195.742516124663
283 2946.3849999999998 -197.01516915156384
284 2962.701 -198.70849173642205
285 2927.9970000000003 -195.35165359085732
286 2886.9900000000002 -191.23702951941678
287 2896.0310000000004 -192.2348116369404
288 2921.1330000000003 -194.76182733251545
289 2899.3010000000004 -192.59797255718914
290 2889.928 -192.06157087275508
291 2879.5819999999994 -191.31778779330384
292 2885.7879999999996 -192.17964370147158
293 2894.908 -193.10910674952797
294 2874.725 -190.9419220214026
295 2842.707 -187.51247615636734
296 2834.1639999999998 -186.7266918042262
297 2794.917 -182.55973966150717
298 2753.6130000000003 -178.22778311796378
299 2757.8129999999996 -178.97068244083945
