episode mse top bottom
1 0.04679832603161784 0.04992392153366627 0.043672730529569416
51 0.040057379457471474 0.04970435642834436 0.03041040248659859
101 0.03481580235638136 0.045895458045437765 0.02373614666732496
151 0.028453299682622935 0.03923386690868148 0.017672732456564387
201 0.02652977955899343 0.03758140012704303 0.01547815899094383
251 0.02320952881582513 0.03420494246821483 0.012214115163435433
301 0.020092614532918968 0.02983803984461536 0.010347189221222573
351 0.01754408366357987 0.026160920201453157 0.008927247125706585
401 0.015314273425625191 0.023043873239732417 0.007584673611517966
451 0.01443649289940375 0.02193143758183569 0.00694154821697181
501 0.013044293949324279 0.020086210587577116 0.0060023773110714435
551 0.01217218084797228 0.019087269953108443 0.005257091742836118
601 0.010630924389090293 0.016880159774154944 0.004381689004025643
651 0.009863883568237142 0.01501761347945998 0.004710153657014304
701 0.009095895512358359 0.014018946350174352 0.004172844674542366
751 0.008369548261521477 0.012588822894219916 0.004150273628823037
801 0.008107724696173787 0.012119662182533696 0.004095787209813877
851 0.007620009740517448 0.011284038084506749 0.003955981396528148
901 0.006976082396169382 0.010615854843326602 0.003336309949012161
951 0.0072951320494639045 0.010987621941595124 0.0036026421573326843
1001 0.006923448980780075 0.010692896029044392 0.003154001932515757
1051 0.006850778757586568 0.01104978588612494 0.002651771629048196
1101 0.0067355227895171295 0.010136601089256831 0.003334444489777427
1151 0.005985985683430245 0.009033321639946428 0.0029386497269140617
1201 0.006032454888649838 0.00937877305781483 0.0026861367194848463
1251 0.006406767605823281 0.009556925106242875 0.003256610105403688
1301 0.006329208558541342 0.009538633047968805 0.0031197840691138783
1351 0.006131014652449257 0.009669255721516034 0.002592773583382479
1401 0.0060849196983362615 0.009026880472261429 0.003142958924411093
1451 0.005733091679947564 0.008782640130181853 0.0026835432297132745
1501 0.0055483853140437965 0.008654049848899321 0.0024427207791882723
1551 0.0059843262029160875 0.00935303524573079 0.0026156171601013837
1601 0.006292161905115571 0.010127343111215 0.0024569806990161424
1651 0.00589475937690292 0.00919568286565195 0.0025938358881538903
1701 0.005215352745861861 0.007812338954007238 0.0026183665377164846
1751 0.005770598980773011 0.009202212156911605 0.002338985804634416
1801 0.005590730701389248 0.008396354315992257 0.00278510708678624
1851 0.005355953812267739 0.008253377172586134 0.0024585304519493447
1901 0.005875757849747788 0.00897858496253233 0.002772930736963247
1951 0.005614579096474064 0.008538178931948068 0.00269097926100006
2001 0.00544195010148248 0.008496068975162332 0.002387831227802627
2051 0.005844613961913332 0.008906029818293412 0.0027831981055332525
2101 0.005565934649448859 0.008808728082088962 0.002323141216808755
2151 0.005391205589114624 0.008465227069179423 0.002317184109049824
2201 0.005059807791183443 0.00785205920536803 0.002267556376998856
2251 0.005351320351023955 0.00829320750562609 0.0024094331964218197
2301 0.005177504556630845 0.008619317135322187 0.0017356919779395025
2351 0.005266334299100089 0.008048116492184225 0.002484552106015954
2401 0.005540757177293774 0.009252013112217529 0.0018295012423700193
2451 0.0051586519488490854 0.0083752006478311 0.0019421032498670712
2501 0.0050800841117292885 0.00783306044460027 0.0023271077788583057
2551 0.005056527182883936 0.007850349528540137 0.0022627048372277363
2601 0.0047752396073228506 0.007452597528128355 0.0020978816865173454
2651 0.004662677846719755 0.00749047602933105 0.0018348796641084594
2701 0.0052935213592671644 0.00876622154014852 0.0018208211783858072
2751 0.00532328809513605 0.008573763614102576 0.0020728125761695247
2801 0.005517997954865388 0.00852328077201165 0.0025127151377191265
2851 0.00562467638843388 0.008669613986901359 0.0025797387899664003
2901 0.005371908235228875 0.008432285303364647 0.002311531167093104
2951 0.005213679339150001 0.008627062253079236 0.0018002964252207664
3001 0.004933343039904007 0.007824543688359466 0.0020421423914485466
3051 0.005107672712155216 0.007674832343685857 0.002540513080624574
3101 0.0049886817697552014 0.00780573887679104 0.002171624662719363
3151 0.004664185402858609 0.007266293072865608 0.0020620777328516104
3201 0.004659549309581117 0.007610147812105518 0.001708950807056716
3251 0.0049376913072173186 0.008228801531717775 0.0016465810827168627
3301 0.004549472799999884 0.007300965382499921 0.0017979802174998465
3351 0.00475533544567193 0.007425789873540806 0.002084881017803054
3401 0.004562636481038848 0.007206418208770254 0.0019188547533074423
3451 0.004619203695862087 0.007139742244638732 0.0020986651470854428
3501 0.005179609084379537 0.008381451291424733 0.001977766877334342
3551 0.004603653417198572 0.007277422858915306 0.0019298839754818384
3601 0.0046438583174294255 0.007841879094200949 0.0014458375406579027
3651 0.004968322740456746 0.007658906364543758 0.0022777391163697346
3701 0.005123304174557045 0.008426244841309834 0.0018203635078042576
3751 0.004618293868272078 0.007309223193604599 0.0019273645429395579
3801 0.0048683685465774 0.007475394950860616 0.002261342142294185
3851 0.004920651566529968 0.007731928010295952 0.0021093751227639836
3901 0.004389737037997417 0.006856904550603204 0.0019225695253916298
3951 0.00475139930280265 0.007926502586335104 0.0015762960192701961
4001 0.00467304048343468 0.007699582385530489 0.0016464985813388704
4051 0.005157533223676427 0.008457409820743873 0.001857656626608981
4101 0.004890968671116908 0.007711633690368726 0.0020703036518650896
4151 0.00473351715158494 0.007692486902757776 0.001774547400412105
4201 0.004694368152248448 0.007198426957775388 0.0021903093467215084
4251 0.004549327956329051 0.007270607093929687 0.0018280488187284154
4301 0.004428849053127109 0.007380006992586772 0.0014776911136674458
4351 0.004650249084338853 0.007104480583662708 0.002196017585014998
4401 0.004864043555411786 0.00794179766713855 0.0017862894436850218
4451 0.005067421663588995 0.009028285848427936 0.0011065574787500554
4501 0.004770235122526975 0.007743475251065907 0.001796994993988043
4551 0.004237253084055144 0.006782102965035267 0.0016924032030750202
4601 0.004398953081926632 0.007087864560407019 0.0017100416034462446
4651 0.004520372198358783 0.006988061812705357 0.0020526825840122094
4701 0.005005103731671622 0.008259805907383927 0.0017504015559593176
4751 0.00443636117630378 0.007257746060049426 0.0016149762925581341
4801 0.004201488297772124 0.00658931172042085 0.0018136648751233986
4851 0.004446590326028605 0.00699516883397385 0.0018980118180833613
4901 0.004598163387199118 0.007588728826450121 0.0016075979479481146
4951 0.004521785301404292 0.00736912575354522 0.0016744448492633638
5001 0.004565814407908247 0.007093786725556002 0.002037842090260492
5051 0.004243122723913568 0.00711485794491401 0.0013713875029131256
5101 0.0043436978873954415 0.007421198686762105 0.001266197088028778
5151 0.004443858727203359 0.0070129945393872925 0.0018747229150194262
5201 0.005079445645911487 0.008191577069642825 0.0019673142221801484
5251 0.004882481161753886 0.007918718990481018 0.001846243333026752
5301 0.004511118233812395 0.007004264988058059 0.0020179714795667317
5351 0.004308454586817468 0.006660567783872403 0.0019563413897625325
5401 0.004254712594747937 0.007194649930823648 0.0013147752586722245
5451 0.004203980889726508 0.0064724199267696325 0.0019355418526833838
5501 0.0046224699870183236 0.007716279540160775 0.0015286604338758721
5551 0.004441101478422236 0.007015852598038771 0.0018663503588057014
5601 0.004191848030221409 0.0063436895056944685 0.0020400065547483497
5651 0.004247676284688282 0.007042649483125649 0.0014527030862509162
5701 0.004390468444688221 0.0070527780810841 0.001728158808292341
5751 0.004420676694139314 0.007539777304830696 0.0013015760834479313
5801 0.004238044181371766 0.006667838165318916 0.0018082501974246165
5851 0.004428739184986782 0.007231117486593414 0.0016263608833801502
5901 0.004281745895105313 0.006925607553715744 0.0016378842364948814
5951 0.004288258540912484 0.006602751675454784 0.0019737654063701838
6001 0.004905026738569949 0.008594147271853501 0.0012159062052863956
6051 0.004602703542353838 0.007930319441941443 0.0012750876427662329
6101 0.003970812615411613 0.006309276286113606 0.0016323489447096205
6151 0.003945290081801075 0.006364683942942087 0.0015258962206600637
6201 0.0044069051935757934 0.00762371809827492 0.0011900922888766667
6251 0.003938777031577024 0.006609480892035735 0.0012680731711183129
6301 0.004014470148464248 0.0065243077913223835 0.0015046325056061122
6351 0.004350877299648552 0.007210024546149223 0.0014917300531478812
6401 0.0047652262471220095 0.007991986028461878 0.0015384664657821416
6451 0.003883710192318468 0.006433929338921304 0.0013334910457156314
6501 0.0039061215601319194 0.006112430206140202 0.0016998129141236368
