episode mse top bottom
1 0.0473480029913633 0.0473480029913633 0.0473480029913633
51 0.0462402415679367 0.05189897903274556 0.04058150410312784
101 0.04581486254807323 0.052611315243583236 0.039018409852563225
151 0.043965373363227 0.053441647730619685 0.034489098995834314
201 0.04302528141704096 0.0539663143058122 0.03208424852826972
251 0.041891732633285494 0.05375442720564827 0.030029038060922716
301 0.039992511254243066 0.05387079359758099 0.02611422891090514
351 0.03910301202881131 0.05384737050192956 0.024358653555693055
401 0.03821915516420204 0.054005662581548756 0.02243264774685532
451 0.0363136953104573 0.053280536827094896 0.019346853793819698
501 0.035931569284039865 0.05334767510469658 0.018515463463383147
551 0.035253866627470036 0.05318759592669821 0.017320137328241864
601 0.033964000042175604 0.052248541644431254 0.015679458439919955
651 0.03271927677546131 0.051752860548763005 0.013685693002159622
701 0.032486372407764905 0.05163760925440766 0.01333513556112215
751 0.03235186058537668 0.051748985468259456 0.012954735702493902
801 0.03184017032365864 0.05119524174509867 0.012485098902218612
851 0.03158903976079737 0.05119509112394003 0.011982988397654708
901 0.030717208940547792 0.050548117318940614 0.01088630056215497
951 0.029724733617733076 0.04959665741013268 0.009852809825333469
1001 0.028991783892892628 0.04926321552782656 0.0087203522579587
1051 0.028641370787100655 0.04912923733052382 0.008153504243677483
1101 0.02816919745417 0.048758758996292825 0.007579635912047172
1151 0.02768292645770746 0.04809696903258742 0.007268883882827492
1201 0.027206567586264833 0.04774962562137865 0.006663509551151019
1251 0.027068774529994077 0.04752088881314216 0.006616660246845995
1301 0.026413042285988633 0.046889087052917625 0.0059369975190596384
1351 0.02577353109605081 0.04620710595180159 0.00533995624030003
1401 0.025168363172010624 0.045660407326341336 0.004676319017679911
1451 0.024898217846227783 0.045593076163783504 0.004203359528672061
1501 0.02420691736818261 0.04476537687315538 0.0036484578632098447
1551 0.02401669840706415 0.04461602160935741 0.003417375204770888
1601 0.02368415338995915 0.04418439257568224 0.003183914204236058
1651 0.023100762187839245 0.043357426405408656 0.00284409797026983
1701 0.022851631308560015 0.04323428808813046 0.002468974528989573
1751 0.02242055437460739 0.04272518897807562 0.002115919771139157
1801 0.022148174571188037 0.042565360842611435 0.001730988299764636
1851 0.02187863771236312 0.042172252633208326 0.0015850227915179121
1901 0.021524744642598778 0.04164224015356838 0.001407249131629179
1951 0.02126495385963737 0.04126665245609837 0.001263255263176371
2001 0.02108142009459468 0.04116092808295467 0.0010019121062346918
2051 0.02110207865678388 0.04119210460486791 0.0010120527086998517
2101 0.020735579488577075 0.04074516466963635 0.000725994307517807
2151 0.0196978098667834 0.0392256081452239 0.00017001158834289987
2201 0.01913965504710621 0.03845914438374172 -0.00017983428952930008
2251 0.019075763744342805 0.038406410092544 -0.0002548826038583883
2301 0.01899719141089108 0.03836389078115558 -0.0003695079593734156
2351 0.018831725166764443 0.03826990453232097 -0.0006064541987920898
2401 0.018904584518323702 0.03829883477601549 -0.0004896657393680878
2451 0.01830897886365463 0.03734235589644782 -0.0007243981691385584
2501 0.018318523708351474 0.03737757704956554 -0.0007405296328625958
2551 0.017837678929934053 0.036732443135596766 -0.0010570852757286614
2601 0.017671003137721734 0.036575347069125394 -0.0012333407936819252
2651 0.017202623293917637 0.03591346131797229 -0.0015082147301370141
2701 0.016601223546806623 0.03493654489161907 -0.001734097798005825
2751 0.015929622328578058 0.03375703148281593 -0.0018977868256598203
2801 0.01603830054546367 0.034117020479340524 -0.002040419388413185
2851 0.015435886557844426 0.03309252345370478 -0.0022207503380159282
2901 0.014778632062888781 0.03190476678837469 -0.0023475026625971313
2951 0.014271407704654588 0.031107436091113133 -0.002564620681803957
3001 0.014381820502640603 0.0313411937874082 -0.0025775527821269885
3051 0.014318319446300997 0.03126234191366893 -0.0026257030210669347
3101 0.014039520460018464 0.03084120092808597 -0.00276216000804904
3151 0.013656439854629743 0.03007135191186694 -0.0027584722026074513
3201 0.013319030045058612 0.029712280125164265 -0.0030742200350470407
3251 0.013277976911672944 0.029661547181140696 -0.003105593357794806
3301 0.013163789018119527 0.02955453268666492 -0.003226954650425865
3351 0.013130852179449046 0.029526393073260153 -0.0032646887143620625
3401 0.012705876861686805 0.02875798461568522 -0.003346230892311607
3451 0.01244603822474852 0.028186694151820103 -0.0032946177023230622
3501 0.012296300755602833 0.02802564321043305 -0.003433041699227382
3551 0.011833122233609631 0.026858138558367793 -0.003191894091148532
3601 0.011390265526776988 0.02607851581387631 -0.0032979847603223315
3651 0.0111613268603313 0.025842580082171867 -0.0035199263615092666
3701 0.010995338658904747 0.02570295347746082 -0.003712276159651329
3751 0.010467781002959942 0.02462536604860279 -0.0036898040426829055
3801 0.010404966299115652 0.024527406298518375 -0.0037174737002870703
3851 0.010417677318662494 0.024556371297020204 -0.0037210166596952157
3901 0.010383413012054102 0.024519289220808142 -0.0037524631966999386
3951 0.010345744193070508 0.02446871685841786 -0.003777228472276843
4001 0.00981604077271316 0.023054680122817847 -0.003422598577391524
4051 0.009540694092943737 0.02266371594909731 -0.003582327763209837
4101 0.009028018427241984 0.021179409455869335 -0.003123372601385368
4151 0.009012701126229941 0.02127308771565805 -0.0032476854631981657
4201 0.00868854499051873 0.0204842153772753 -0.00310712539623784
4251 0.00876163431910153 0.02071375815075463 -0.00319048951255157
4301 0.008487586046736613 0.019927899034571695 -0.0029527269410984693
4351 0.008329042172060798 0.019667202619422248 -0.003009118275300652
4401 0.008172156867969993 0.01925642193280201 -0.0029121081968620233
4451 0.008156651355552231 0.01926078734895675 -0.0029474846378522886
4501 0.008123561267838628 0.01913994433422175 -0.0028928217985444947
4551 0.008137093438825588 0.019192033599623265 -0.0029178467219720897
4601 0.008112499398567697 0.01920754071751782 -0.0029825419203824283
4651 0.007879791097978086 0.018746622584848657 -0.002987040388892484
4701 0.007773832761469995 0.01859224424668966 -0.0030445787237496696
4751 0.007740432734718749 0.018546095041792273 -0.0030652295723547765
4801 0.007604683285094921 0.01792845549492359 -0.002719088924733751
4851 0.007458277010630606 0.01757502094774834 -0.0026584669264871257
4901 0.0072702355171988 0.016829091233642422 -0.002288620199244823
4951 0.007129185430074004 0.016717048573363993 -0.0024586777132159857
5001 0.007037579340845468 0.016323727068771193 -0.0022485683870802587
5051 0.006869099821178638 0.016024494440788486 -0.0022862947984312104
5101 0.006637459402008173 0.01505523943285467 -0.0017803206288383236
5151 0.006448607142982749 0.014225416252104125 -0.0013282019661386268
5201 0.0062025769217624975 0.013561392746818647 -0.0011562389032936512
5251 0.005956002000793758 0.013028502715707001 -0.0011164987141194854
5301 0.005865551186243446 0.012902391584975496 -0.0011712892124886038
5351 0.00581943793084103 0.01278339197872466 -0.0011445161170425995
5401 0.0057611643480932175 0.012698446053151263 -0.0011761173569648292
5451 0.00575198244709541 0.01267990197753344 -0.0011759370833426194
5501 0.0057251318292844584 0.012666724237653307 -0.0012164605790843898
5551 0.005649019398232262 0.012560410419886973 -0.00126237162342245
5601 0.00549292098198702 0.012228331289206217 -0.0012424893252321783
5651 0.005428618806131079 0.012094684783241567 -0.0012374471709794095
5701 0.005396500883415007 0.012064418416753837 -0.0012714166499238231
5751 0.005367748863961879 0.012041522040788512 -0.0013060243128647543
5801 0.005348275483479214 0.012018222012303523 -0.0013216710453450957
5851 0.005308566789640565 0.011933668333513316 -0.0013165347542321848
5901 0.005313827667676987 0.01196190444462172 -0.001334249109267746
5951 0.005305449220922818 0.011952322230851967 -0.001341423789006333
6001 0.005284581244384846 0.011941481450956786 -0.0013723189621870956
6051 0.005222175621441502 0.011812905667186485 -0.0013685544243034814
6101 0.00518080324794211 0.011747922067028432 -0.0013863155711442135
6151 0.00518970385071244 0.011772962189268862 -0.001393554487843983
6201 0.0051421732845461044 0.011668138155613406 -0.0013837915865211967
6251 0.005092271376186291 0.01161026489622107 -0.0014257221438484877
6301 0.005042917511718881 0.011534582213509403 -0.00144874719007164
6351 0.004803054486065513 0.010011310473237101 -0.00040520150110607677
6401 0.004792781014181599 0.009985941295076389 -0.0004003792667131899
6451 0.004664265790279587 0.009709798682756319 -0.0003812671021971442
6501 0.004632301419319165 0.009666276238938783 -0.00040167340030045507
6551 0.0046268543766568295 0.009751402023392012 -0.0004976932700783525
6601 0.004619010612250391 0.009747202183385224 -0.0005091809588844412
6651 0.004584262499632263 0.009687801360527461 -0.0005192763612629362
6701 0.00458397744484015 0.009659397058828127 -0.000491442169147825
6751 0.00435684973205714 0.007823254222114396 0.0008904452419998834
6801 0.0043582773961836395 0.007747301553145069 0.0009692532392222104
6851 0.00436923948059323 0.0077939241598431915 0.000944554801343268
6901 0.004241762375263669 0.007152074546042184 0.0013314502044851533
6951 0.004213705406744555 0.007109799750952144 0.001317611062536965
7001 0.004209517851950256 0.007117385747250888 0.0013016499566496247
7051 0.004138207744753066 0.006906767257900513 0.0013696482316056199
7101 0.004098093328477934 0.006753974464079174 0.0014422121928766938
7151 0.004048887444114596 0.006581439819018906 0.001516335069210286
7201 0.003994542089181023 0.00644801914076105 0.0015410650376009969
7251 0.004002822270033861 0.006455218352554115 0.001550426187513608
7301 0.0039987088187047 0.006439810709498959 0.00155760692791044
7351 0.003982993307188498 0.006405474905005513 0.0015605117093714835
7401 0.003952739026106409 0.0063577453563033945 0.001547732695909423
7451 0.003911812110783095 0.00622462062104936 0.0015990036005168302
7501 0.003870992662129855 0.006143313629921972 0.0015986716943377378
7551 0.0038691052071561072 0.006156722934680408 0.0015814874796318064
7601 0.0038734000559608635 0.006179972937359905 0.0015668271745618223
7651 0.003820825915746917 0.006068898387513344 0.0015727534439804896
7701 0.003834519870547423 0.006140562260087886 0.0015284774810069607
7751 0.003847374189900954 0.006209899944950536 0.001484848434851372
7801 0.0038371525677902986 0.006190722414925266 0.0014835827206553312
7851 0.003843269440511518 0.006206642828336309 0.0014798960526867266
7901 0.0038516883130192965 0.006225118460646901 0.0014782581653916918
7951 0.0038450612798743354 0.006250873970250078 0.001439248589498593
8001 0.0038236694738838354 0.006199062998302492 0.001448275949465179
8051 0.0037913272480560208 0.006090447243327017 0.0014922072527850244
8101 0.0037695364086075605 0.00598311734983545 0.0015559554673796705
8151 0.0037455993265245757 0.0059424565089628185 0.0015487421440863332
8201 0.003737841219634383 0.005912769726998007 0.0015629127122707598
8251 0.0037486703175609844 0.005958611207301418 0.0015387294278205502
8301 0.0037481608466989756 0.005976825191904346 0.0015194965014936048
8351 0.0037471050702608823 0.005979663368976855 0.0015145467715449099
8401 0.0037421104750094154 0.0059362692837071455 0.0015479516663116847
8451 0.00374107374739319 0.005936635551711592 0.0015455119430747882
8501 0.0037376237892324474 0.005924467221099778 0.0015507803573651165
8551 0.0037530515383773296 0.005990614862612063 0.0015154882141425957
8601 0.003752056624393434 0.005982877721472415 0.0015212355273144526
8651 0.0037191620646297085 0.005932459426662014 0.0015058647025974034
8701 0.0037062103760179903 0.0058864667702763895 0.0015259539817595916
8751 0.003703823526434829 0.005893989625877714 0.0015136574269919443
8801 0.0036913867673891623 0.005889784547411098 0.0014929889873672273
8851 0.0036587743736708543 0.005845035209175253 0.0014725135381664558
8901 0.003654180283966027 0.005833938632791516 0.001474421935140538
8951 0.003651648724603963 0.005812005753594859 0.0014912916956130672
9001 0.003604005803898986 0.00571663216032646 0.0014913794474715122
9051 0.0035935756037111938 0.005693046701185132 0.0014941045062372557
9101 0.00358373404734775 0.005683456032002748 0.0014840120626927523
9151 0.003569712428370727 0.005672584605867375 0.0014668402508740794
9201 0.0035546710733404415 0.005639967840318839 0.001469374306362044
9251 0.003541964227376184 0.005620276953094075 0.0014636515016582942
9301 0.0035295960016555584 0.005582366432911582 0.0014768255703995346
9351 0.0035266075488959905 0.0055549050858520275 0.001498310011939954
9401 0.0035177694878368248 0.005546603305956903 0.0014889356697167463
9451 0.003502089884362497 0.005526982891956728 0.0014771968767682666
9501 0.0034861201905588297 0.00551032000656629 0.0014619203745513689
9551 0.0034702288230080646 0.005464574599950402 0.001475883046065727
9601 0.003467339220626099 0.005483713725111684 0.0014509647161405144
9651 0.003490662070169499 0.005510274361378353 0.0014710497789606441
9701 0.0034762286115783254 0.005478056673143317 0.0014744005500133333
9751 0.003475028015290068 0.0054646127495160506 0.0014854432810640851
9801 0.003456768350144931 0.005422336354921831 0.0014912003453680304
9851 0.0034415099976963675 0.005380032909129305 0.0015029870862634308
9901 0.0034183247023368067 0.005334346836328187 0.0015023025683454268
9951 0.003396808751886977 0.005278929814686421 0.0015146876890875338
