episode mse top bottom
1 0.0473480029913633 0.0473480029913633 0.0473480029913633
51 0.042381602255942445 0.04947354646112034 0.035289658050764554
101 0.039646952678023414 0.04893196301510558 0.03036194234094125
151 0.037503399262073016 0.04818803551852312 0.026818763005622914
201 0.035061914794573774 0.04757219255914002 0.02255163703000753
251 0.03338588910199776 0.047093732475063974 0.019678045728931542
301 0.03163965661263753 0.0465839501202161 0.016695363105058966
351 0.029929028469496105 0.046226665234831696 0.013631391704160518
401 0.028636377763551976 0.045590951502021186 0.011681804025082766
451 0.027160789976051047 0.04473487716878653 0.009586702783315557
501 0.025489991335754737 0.04377327901054588 0.007206703660963591
551 0.025228395097326547 0.04359697867663288 0.006859811518020207
601 0.024300338560810562 0.04310997327475345 0.005490703846867669
651 0.02352509350317475 0.042917473105214626 0.004132713901134871
701 0.02281870924124042 0.042502781577864523 0.003134636904616319
751 0.02211245559920552 0.04218406907754846 0.002040842120862585
801 0.022028683593686118 0.04216278363738592 0.0018945835499863187
851 0.02191338094089609 0.04213116801459578 0.0016955938671964037
901 0.021268063607987817 0.04184646274609522 0.0006896644698804119
951 0.02076550766616439 0.041620947056251634 -8.993172392285365e-05
1001 0.020767819113314104 0.041602253444229 -6.661521760079059e-05
1051 0.02037359863001521 0.04149076863616383 -0.000743571376133411
1101 0.020020580700497122 0.04137899369387703 -0.0013378322928827811
1151 0.01998443083504038 0.04135767192800156 -0.0013888102579207966
1201 0.01989337206199695 0.04119312237657491 -0.001406378252581015
1251 0.019524101113585414 0.04078870237986234 -0.0017405001526915112
1301 0.019251883286546194 0.040607455670972833 -0.002103689097880442
1351 0.019011609378176076 0.040489698293334084 -0.002466479536981935
1401 0.019072000946305435 0.04047848477004792 -0.0023344828774370524
1451 0.018860527859515263 0.04038988377146617 -0.0026688280524356477
1501 0.01882626314217542 0.040388709030827724 -0.0027361827464768805
1551 0.018717705078321233 0.040356164177029724 -0.0029207540203872555
1601 0.018637497300710893 0.04034664955297426 -0.0030716549515524758
1651 0.018625831888964595 0.04033902938608368 -0.00308736560815449
1701 0.018595424164182806 0.04031786969353278 -0.0031270213651671715
1751 0.01856018496892237 0.04019757411639335 -0.003077204178548617
1801 0.018379949402384358 0.04015231095666309 -0.00339241215189438
1851 0.018358412525708398 0.04014875414809453 -0.003431929096677732
1901 0.018364656823899587 0.04009329045678532 -0.003363976808986143
1951 0.01823537864574512 0.039921194480413105 -0.003450437188922864
2001 0.01809075016272742 0.0398046139068375 -0.003623113581382651
2051 0.01812330797049377 0.03980389760926472 -0.003557281668277179
2101 0.018058526260007923 0.03978812022609178 -0.003671067706075934
2151 0.018053870731808523 0.0397955996747741 -0.0036878582111570524
